date,v1,longtermdebt,totalshareholderequity,netincome,grossprofit,cap_rate,assets,NOI,cashonhand,debttoequityratio,revenue,totalliabilities,ebitda,eps,cpi
2023-02-17,19.960,5.426,10.286,0.111,0.353,0.009,18.519,0.168,0.296,0.805,0.585,8.233,0.337,,3.728
2023-02-21,19.720,5.426,10.285,0.111,0.353,0.009,18.518,0.169,0.297,0.805,0.585,8.234,0.337,,3.688
2023-02-22,19.630,5.426,10.284,0.111,0.353,0.009,18.518,0.169,0.298,0.806,0.586,8.234,0.337,,3.647
2023-02-23,19.690,5.426,10.283,0.112,0.353,0.009,18.517,0.169,0.299,0.806,0.586,8.235,0.338,,3.607
2023-02-24,19.300,5.426,10.282,0.112,0.354,0.009,18.517,0.169,0.300,0.806,0.586,8.236,0.338,,3.567
2023-02-27,19.160,5.426,10.280,0.112,0.354,0.009,18.516,0.170,0.301,0.806,0.586,8.236,0.338,,3.527
2023-02-28,19.120,5.426,10.279,0.113,0.354,0.009,18.516,0.170,0.302,0.806,0.586,8.237,0.338,,3.486
2023-03-01,18.570,5.426,10.278,0.113,0.354,0.009,18.515,0.170,0.303,0.806,0.586,8.238,0.339,,3.446
2023-03-02,18.700,5.426,10.277,0.113,0.354,0.009,18.515,0.170,0.304,0.807,0.587,8.238,0.339,,3.427
2023-03-03,19.470,5.426,10.276,0.114,0.354,0.009,18.514,0.170,0.305,0.807,0.587,8.239,0.339,,3.409
2023-03-06,19.490,5.426,10.275,0.114,0.355,0.009,18.513,0.171,0.306,0.807,0.587,8.239,0.339,,3.390
2023-03-07,19.010,5.426,10.274,0.114,0.355,0.009,18.513,0.171,0.307,0.807,0.587,8.240,0.340,,3.372
2023-03-08,19.340,5.426,10.272,0.115,0.355,0.009,18.512,0.171,0.308,0.807,0.587,8.241,0.340,,3.353
2023-03-09,19.120,5.426,10.271,0.115,0.355,0.009,18.512,0.171,0.309,0.807,0.587,8.241,0.340,,3.335
2023-03-10,18.510,5.426,10.270,0.115,0.355,0.009,18.511,0.172,0.310,0.808,0.588,8.242,0.340,,3.316
2023-03-13,19.040,5.426,10.269,0.115,0.356,0.009,18.511,0.172,0.311,0.808,0.588,8.242,0.341,,3.297
2023-03-14,19.120,5.426,10.268,0.116,0.356,0.009,18.510,0.172,0.312,0.808,0.588,8.243,0.341,,3.279
2023-03-15,19.240,5.426,10.267,0.116,0.356,0.009,18.510,0.172,0.313,0.808,0.588,8.244,0.341,,3.260
2023-03-16,19.020,5.426,10.266,0.116,0.356,0.009,18.509,0.173,0.314,0.808,0.588,8.244,0.341,,3.242
2023-03-17,18.650,5.426,10.264,0.117,0.356,0.009,18.508,0.173,0.315,0.808,0.588,8.245,0.342,,3.223
2023-03-20,18.720,5.426,10.263,0.117,0.356,0.009,18.508,0.173,0.316,0.809,0.589,8.245,0.342,,3.205
2023-03-21,18.460,5.426,10.262,0.117,0.357,0.009,18.507,0.173,0.317,0.809,0.589,8.246,0.342,,3.186
2023-03-22,17.610,5.426,10.261,0.118,0.357,0.009,18.507,0.173,0.318,0.809,0.589,8.247,0.342,,3.167
2023-03-23,17.540,5.426,10.260,0.118,0.357,0.009,18.506,0.174,0.319,0.809,0.589,8.247,0.343,,3.149
2023-03-24,18.010,5.426,10.259,0.118,0.357,0.009,18.506,0.174,0.320,0.809,0.589,8.248,0.343,,3.130
2023-03-27,18.060,5.426,10.258,0.119,0.357,0.009,18.505,0.174,0.321,0.809,0.589,8.249,0.343,,3.112
2023-03-28,18.020,5.426,10.256,0.119,0.357,0.009,18.505,0.174,0.322,0.810,0.590,8.249,0.343,,3.093
2023-03-29,18.490,5.426,10.255,0.119,0.358,0.009,18.504,0.175,0.323,0.810,0.590,8.250,0.344,,3.075
2023-03-30,18.780,5.426,10.254,0.120,0.358,0.009,18.504,0.175,0.324,0.810,0.590,8.250,0.344,,3.056
2023-03-31,19.100,5.426,10.253,0.120,0.358,0.009,18.503,0.175,0.325,0.810,0.590,8.251,0.344,$0.20,3.037
2023-04-03,19.090,5.426,10.253,0.120,0.358,0.009,18.504,0.175,0.326,0.810,0.590,8.251,0.344,,3.019
2023-04-04,19.120,5.426,10.254,0.121,0.358,0.009,18.504,0.175,0.328,0.810,0.590,8.251,0.344,,3.000
2023-04-05,19.100,5.426,10.254,0.121,0.358,0.009,18.505,0.175,0.329,0.810,0.590,8.251,0.344,,2.982
2023-04-06,19.270,5.426,10.255,0.121,0.358,0.009,18.506,0.175,0.331,0.809,0.591,8.252,0.344,,2.963
2023-04-10,19.360,5.426,10.255,0.121,0.358,0.009,18.506,0.175,0.332,0.809,0.591,8.252,0.344,,2.945
2023-04-11,19.530,5.426,10.256,0.122,0.358,0.009,18.507,0.175,0.334,0.809,0.591,8.252,0.344,,2.926
2023-04-12,19.560,5.426,10.256,0.122,0.359,0.009,18.507,0.175,0.335,0.809,0.591,8.252,0.344,,2.907
2023-04-13,19.710,5.426,10.257,0.122,0.359,0.009,18.508,0.175,0.336,0.809,0.591,8.252,0.344,,2.889
2023-04-14,19.700,5.426,10.257,0.123,0.359,0.009,18.509,0.175,0.338,0.809,0.591,8.252,0.344,,2.870
2023-04-17,20.190,5.426,10.258,0.123,0.359,0.009,18.509,0.175,0.339,0.808,0.592,8.252,0.344,,2.852
2023-04-18,20.260,5.425,10.258,0.123,0.359,0.009,18.510,0.175,0.341,0.808,0.592,8.253,0.344,,2.833
2023-04-19,20.370,5.425,10.259,0.123,0.359,0.009,18.511,0.175,0.342,0.808,0.592,8.253,0.344,,2.815
2023-04-20,20.310,5.425,10.259,0.124,0.359,0.009,18.511,0.175,0.344,0.808,0.592,8.253,0.344,,2.796
2023-04-21,20.370,5.425,10.260,0.124,0.359,0.009,18.512,0.175,0.345,0.808,0.592,8.253,0.344,,2.777
2023-04-24,20.100,5.425,10.260,0.124,0.359,0.009,18.512,0.175,0.347,0.808,0.592,8.253,0.344,,2.759
2023-04-25,19.810,5.425,10.261,0.125,0.359,0.009,18.513,0.175,0.348,0.807,0.593,8.253,0.345,,2.740
2023-04-26,19.670,5.425,10.261,0.125,0.359,0.009,18.514,0.175,0.349,0.807,0.593,8.253,0.345,,2.722
2023-04-27,20.110,5.425,10.262,0.125,0.359,0.009,18.514,0.175,0.351,0.807,0.593,8.254,0.345,,2.703
2023-04-28,20.420,5.425,10.262,0.126,0.360,0.009,18.515,0.175,0.352,0.807,0.593,8.254,0.345,,2.685
2023-05-01,20.450,5.425,10.263,0.126,0.360,0.009,18.516,0.175,0.354,0.807,0.593,8.254,0.345,,2.666
2023-05-02,20.590,5.425,10.263,0.126,0.360,0.009,18.516,0.175,0.355,0.807,0.593,8.254,0.345,,2.646
2023-05-03,20.470,5.425,10.264,0.126,0.360,0.009,18.517,0.175,0.357,0.806,0.594,8.254,0.345,,2.625
2023-05-04,20.430,5.425,10.264,0.127,0.360,0.009,18.517,0.175,0.358,0.806,0.594,8.254,0.345,,2.605
2023-05-05,21.050,5.425,10.265,0.127,0.360,0.009,18.518,0.175,0.359,0.806,0.594,8.254,0.345,,2.585
2023-05-08,21.040,5.425,10.265,0.127,0.360,0.009,18.519,0.175,0.361,0.806,0.594,8.255,0.345,,2.564
2023-05-09,20.840,5.425,10.266,0.128,0.360,0.009,18.519,0.175,0.362,0.806,0.594,8.255,0.345,,2.544
2023-05-10,21.100,5.425,10.266,0.128,0.360,0.009,18.520,0.175,0.364,0.806,0.594,8.255,0.345,,2.524
2023-05-11,20.820,5.425,10.267,0.128,0.360,0.009,18.521,0.175,0.365,0.805,0.595,8.255,0.345,,2.503
2023-05-12,20.810,5.425,10.267,0.128,0.360,0.009,18.521,0.175,0.367,0.805,0.595,8.255,0.345,,2.483
2023-05-15,20.860,5.425,10.268,0.129,0.360,0.009,18.522,0.175,0.368,0.805,0.595,8.255,0.345,,2.463
2023-05-16,20.320,5.424,10.268,0.129,0.360,0.009,18.522,0.176,0.370,0.805,0.595,8.256,0.345,,2.442
2023-05-17,20.560,5.424,10.268,0.129,0.361,0.009,18.523,0.176,0.371,0.805,0.595,8.256,0.345,,2.422
2023-05-18,20.520,5.424,10.269,0.130,0.361,0.009,18.524,0.176,0.372,0.805,0.595,8.256,0.345,,2.402
2023-05-19,20.520,5.424,10.269,0.130,0.361,0.009,18.524,0.176,0.374,0.805,0.595,8.256,0.345,,2.382
2023-05-22,20.590,5.424,10.270,0.130,0.361,0.009,18.525,0.176,0.375,0.804,0.596,8.256,0.345,,2.361
2023-05-23,20.380,5.424,10.270,0.130,0.361,0.009,18.526,0.176,0.377,0.804,0.596,8.256,0.345,,2.341
2023-05-24,20.160,5.424,10.271,0.131,0.361,0.009,18.526,0.176,0.378,0.804,0.596,8.256,0.345,,2.321
2023-05-25,20.130,5.424,10.271,0.131,0.361,0.009,18.527,0.176,0.380,0.804,0.596,8.257,0.345,,2.300
2023-05-26,20.430,5.424,10.272,0.131,0.361,0.009,18.528,0.176,0.381,0.804,0.596,8.257,0.345,,2.280
2023-05-30,20.560,5.424,10.272,0.132,0.361,0.009,18.528,0.176,0.382,0.804,0.596,8.257,0.345,,2.260
2023-05-31,20.730,5.424,10.273,0.132,0.361,0.009,18.529,0.176,0.384,0.803,0.597,8.257,0.345,,2.239
2023-06-01,20.710,5.424,10.273,0.132,0.361,0.009,18.529,0.176,0.385,0.803,0.597,8.257,0.345,,2.219
2023-06-02,21.110,5.424,10.274,0.132,0.361,0.009,18.530,0.176,0.387,0.803,0.597,8.257,0.345,,2.215
2023-06-05,21.090,5.424,10.274,0.133,0.362,0.009,18.531,0.176,0.388,0.803,0.597,8.257,0.345,,2.210
2023-06-06,20.930,5.424,10.275,0.133,0.362,0.009,18.531,0.176,0.390,0.803,0.597,8.258,0.345,,2.206
2023-06-07,21.090,5.424,10.275,0.133,0.362,0.009,18.532,0.176,0.391,0.803,0.597,8.258,0.345,,2.202
2023-06-08,21.270,5.424,10.276,0.134,0.362,0.009,18.533,0.176,0.392,0.802,0.598,8.258,0.346,,2.198
2023-06-09,20.980,5.424,10.276,0.134,0.362,0.009,18.533,0.176,0.394,0.802,0.598,8.258,0.346,,2.193
2023-06-12,20.570,5.424,10.277,0.134,0.362,0.009,18.534,0.176,0.395,0.802,0.598,8.258,0.346,,2.189
2023-06-13,20.820,5.424,10.277,0.135,0.362,0.009,18.534,0.176,0.397,0.802,0.598,8.258,0.346,,2.185
2023-06-14,20.830,5.424,10.278,0.135,0.362,0.009,18.535,0.176,0.398,0.802,0.598,8.258,0.346,,2.180
2023-06-15,21.010,5.423,10.278,0.135,0.362,0.009,18.536,0.176,0.400,0.802,0.598,8.259,0.346,,2.176
2023-06-16,21.050,5.423,10.279,0.135,0.362,0.009,18.536,0.176,0.401,0.801,0.599,8.259,0.346,,2.172
2023-06-20,21.050,5.423,10.279,0.136,0.362,0.009,18.537,0.176,0.403,0.801,0.599,8.259,0.346,,2.167
2023-06-21,20.920,5.423,10.280,0.136,0.362,0.009,18.538,0.176,0.404,0.801,0.599,8.259,0.346,,2.163
2023-06-22,20.540,5.423,10.280,0.136,0.363,0.009,18.538,0.176,0.405,0.801,0.599,8.259,0.346,,2.159
2023-06-23,20.040,5.423,10.281,0.137,0.363,0.009,18.539,0.176,0.407,0.801,0.599,8.259,0.346,,2.155
2023-06-26,20.560,5.423,10.281,0.137,0.363,0.009,18.539,0.176,0.408,0.801,0.599,8.259,0.346,,2.150
2023-06-27,20.850,5.423,10.282,0.137,0.363,0.009,18.540,0.176,0.410,0.800,0.600,8.260,0.346,,2.146
2023-06-28,20.970,5.423,10.282,0.137,0.363,0.009,18.541,0.176,0.411,0.800,0.600,8.260,0.346,,2.142
2023-06-29,20.890,5.423,10.283,0.138,0.363,0.009,18.541,0.176,0.413,0.800,0.600,8.260,0.346,,2.137
2023-06-30,21.050,5.423,10.283,0.138,0.363,0.009,18.542,0.176,0.414,0.800,0.600,8.260,0.346,$0.22,2.133
2023-07-03,21.330,5.423,10.283,0.138,0.363,0.009,18.556,0.176,0.419,0.802,0.600,8.275,0.346,,2.129
2023-07-05,21.210,5.423,10.283,0.138,0.363,0.009,18.571,0.176,0.425,0.803,0.601,8.289,0.346,,2.125
2023-07-06,21.270,5.423,10.282,0.138,0.363,0.009,18.585,0.176,0.430,0.805,0.601,8.304,0.346,,2.120
2023-07-07,21.260,5.423,10.282,0.138,0.363,0.009,18.600,0.176,0.436,0.806,0.601,8.319,0.346,,2.116
2023-07-10,21.270,5.423,10.282,0.138,0.363,0.009,18.614,0.175,0.441,0.808,0.601,8.333,0.346,,2.112
2023-07-11,21.570,5.423,10.282,0.137,0.363,0.009,18.629,0.175,0.447,0.809,0.602,8.348,0.346,,2.107
2023-07-12,21.600,5.423,10.282,0.137,0.363,0.009,18.643,0.175,0.452,0.811,0.602,8.362,0.346,,2.103
2023-07-13,21.730,5.423,10.281,0.137,0.363,0.009,18.658,0.175,0.458,0.812,0.602,8.377,0.346,,2.099
2023-07-14,21.660,5.423,10.281,0.137,0.363,0.009,18.672,0.175,0.463,0.814,0.603,8.392,0.346,,2.095
2023-07-17,21.620,5.423,10.281,0.137,0.363,0.009,18.686,0.175,0.469,0.816,0.603,8.406,0.346,,2.090
2023-07-18,21.320,5.423,10.281,0.137,0.363,0.009,18.701,0.175,0.474,0.817,0.603,8.421,0.346,,2.086
2023-07-19,21.600,5.423,10.281,0.137,0.363,0.009,18.715,0.175,0.479,0.819,0.603,8.436,0.346,,2.082
2023-07-20,21.830,5.423,10.280,0.137,0.363,0.009,18.730,0.175,0.485,0.820,0.604,8.450,0.346,,2.077
2023-07-21,22.120,5.423,10.280,0.137,0.363,0.009,18.744,0.174,0.490,0.822,0.604,8.465,0.346,,2.073
2023-07-24,22.130,5.423,10.280,0.137,0.363,0.009,18.759,0.174,0.496,0.823,0.604,8.480,0.346,,2.069
2023-07-25,21.760,5.423,10.280,0.136,0.364,0.009,18.773,0.174,0.501,0.825,0.604,8.494,0.346,,2.064
2023-07-26,21.740,5.423,10.280,0.136,0.364,0.009,18.787,0.174,0.507,0.827,0.605,8.509,0.345,,2.060
2023-07-27,21.350,5.423,10.279,0.136,0.364,0.009,18.802,0.174,0.512,0.828,0.605,8.524,0.345,,2.056
2023-07-28,21.710,5.423,10.279,0.136,0.364,0.009,18.816,0.174,0.518,0.830,0.605,8.538,0.345,,2.052
2023-07-31,21.730,5.423,10.279,0.136,0.364,0.009,18.831,0.174,0.523,0.831,0.606,8.553,0.345,,2.047
2023-08-01,21.640,5.423,10.279,0.136,0.364,0.009,18.845,0.174,0.529,0.833,0.606,8.567,0.345,,2.043
2023-08-02,21.690,5.423,10.279,0.136,0.364,0.009,18.860,0.174,0.534,0.834,0.606,8.582,0.345,,2.044
2023-08-03,21.520,5.423,10.278,0.136,0.364,0.009,18.874,0.173,0.539,0.836,0.606,8.597,0.345,,2.045
2023-08-04,21.270,5.423,10.278,0.136,0.364,0.009,18.888,0.173,0.545,0.838,0.607,8.611,0.345,,2.046
2023-08-07,21.380,5.423,10.278,0.136,0.364,0.009,18.903,0.173,0.550,0.839,0.607,8.626,0.345,,2.047
2023-08-08,21.390,5.423,10.278,0.136,0.364,0.009,18.917,0.173,0.556,0.841,0.607,8.641,0.345,,2.048
2023-08-09,21.180,5.423,10.278,0.135,0.364,0.009,18.932,0.173,0.561,0.842,0.608,8.655,0.345,,2.049
2023-08-10,21.130,5.423,10.277,0.135,0.364,0.009,18.946,0.173,0.567,0.844,0.608,8.670,0.345,,2.050
2023-08-11,21.240,5.423,10.277,0.135,0.364,0.009,18.961,0.173,0.572,0.845,0.608,8.685,0.345,,2.051
2023-08-14,21.090,5.423,10.277,0.135,0.364,0.009,18.975,0.173,0.578,0.847,0.608,8.699,0.345,,2.052
2023-08-15,20.950,5.423,10.277,0.135,0.364,0.009,18.990,0.173,0.583,0.848,0.609,8.714,0.345,,2.053
2023-08-16,20.850,5.423,10.276,0.135,0.364,0.009,19.004,0.172,0.588,0.850,0.609,8.728,0.345,,2.054
2023-08-17,20.510,5.423,10.276,0.135,0.364,0.009,19.018,0.172,0.594,0.852,0.609,8.743,0.345,,2.054
2023-08-18,20.480,5.423,10.276,0.135,0.364,0.009,19.033,0.172,0.599,0.853,0.610,8.758,0.345,,2.055
2023-08-21,20.120,5.423,10.276,0.135,0.364,0.009,19.047,0.172,0.605,0.855,0.610,8.772,0.345,,2.056
2023-08-22,20.310,5.423,10.276,0.135,0.364,0.009,19.062,0.172,0.610,0.856,0.610,8.787,0.345,,2.057
2023-08-23,20.670,5.423,10.275,0.135,0.364,0.009,19.076,0.172,0.616,0.858,0.610,8.802,0.345,,2.058
2023-08-24,20.560,5.423,10.275,0.134,0.364,0.009,19.091,0.172,0.621,0.859,0.611,8.816,0.345,,2.059
2023-08-25,20.660,5.423,10.275,0.134,0.364,0.009,19.105,0.172,0.627,0.861,0.611,8.831,0.345,,2.060
2023-08-28,20.660,5.423,10.275,0.134,0.364,0.009,19.120,0.172,0.632,0.862,0.611,8.846,0.345,,2.061
2023-08-29,20.830,5.423,10.275,0.134,0.364,0.009,19.134,0.172,0.638,0.864,0.612,8.860,0.345,,2.062
2023-08-30,21.050,5.423,10.274,0.134,0.364,0.009,19.148,0.171,0.643,0.866,0.612,8.875,0.345,,2.063
2023-08-31,20.860,5.423,10.274,0.134,0.364,0.009,19.163,0.171,0.648,0.867,0.612,8.890,0.345,,2.064
2023-09-01,20.920,5.423,10.274,0.134,0.364,0.009,19.177,0.171,0.654,0.869,0.612,8.904,0.345,,2.065
2023-09-05,20.730,5.423,10.274,0.134,0.364,0.009,19.192,0.171,0.659,0.870,0.613,8.919,0.345,,2.067
2023-09-06,20.780,5.423,10.274,0.134,0.364,0.009,19.206,0.171,0.665,0.872,0.613,8.933,0.345,,2.068
2023-09-07,20.940,5.423,10.273,0.134,0.364,0.009,19.221,0.171,0.670,0.873,0.613,8.948,0.345,,2.070
2023-09-08,20.730,5.423,10.273,0.134,0.364,0.009,19.235,0.171,0.676,0.875,0.613,8.963,0.344,,2.072
2023-09-11,20.850,5.423,10.273,0.133,0.365,0.009,19.249,0.171,0.681,0.877,0.614,8.977,0.344,,2.073
2023-09-12,21.010,5.423,10.273,0.133,0.365,0.009,19.264,0.171,0.687,0.878,0.614,8.992,0.344,,2.075
2023-09-13,20.990,5.423,10.273,0.133,0.365,0.009,19.278,0.170,0.692,0.880,0.614,9.007,0.344,,2.077
2023-09-14,21.510,5.423,10.272,0.133,0.365,0.009,19.293,0.170,0.698,0.881,0.615,9.021,0.344,,2.079
2023-09-15,21.600,5.423,10.272,0.133,0.365,0.009,19.307,0.170,0.703,0.883,0.615,9.036,0.344,,2.080
2023-09-18,21.220,5.423,10.272,0.133,0.365,0.009,19.322,0.170,0.708,0.884,0.615,9.051,0.344,,2.082
2023-09-19,20.840,5.423,10.272,0.133,0.365,0.009,19.336,0.170,0.714,0.886,0.615,9.065,0.344,,2.084
2023-09-20,20.780,5.423,10.272,0.133,0.365,0.009,19.350,0.170,0.719,0.888,0.616,9.080,0.344,,2.085
2023-09-21,20.200,5.423,10.271,0.133,0.365,0.009,19.365,0.170,0.725,0.889,0.616,9.095,0.344,,2.087
2023-09-22,20.000,5.423,10.271,0.133,0.365,0.009,19.379,0.170,0.730,0.891,0.616,9.109,0.344,,2.089
2023-09-25,19.890,5.423,10.271,0.132,0.365,0.009,19.394,0.170,0.736,0.892,0.617,9.124,0.344,,2.090
2023-09-26,19.580,5.423,10.271,0.132,0.365,0.009,19.408,0.169,0.741,0.894,0.617,9.138,0.344,,2.092
2023-09-27,19.400,5.423,10.271,0.132,0.365,0.009,19.423,0.169,0.747,0.895,0.617,9.153,0.344,,2.094
2023-09-28,19.440,5.423,10.270,0.132,0.365,0.009,19.437,0.169,0.752,0.897,0.617,9.168,0.344,,2.096
2023-09-29,19.390,5.423,10.270,0.132,0.365,0.009,19.452,0.169,0.758,0.898,0.618,9.182,0.344,,2.097
2023-09-30,19.270,5.423,10.270,0.132,0.365,0.009,19.466,0.169,0.763,0.900,0.618,9.197,0.344,$0.21,2.099
2023-10-02,19.150,5.423,10.269,0.132,0.365,0.009,19.462,0.169,0.762,0.900,0.618,9.194,0.344,,2.101
2023-10-03,19.010,5.423,10.268,0.132,0.365,0.009,19.458,0.169,0.761,0.900,0.618,9.192,0.344,,2.102
2023-10-04,19.320,5.423,10.266,0.132,0.365,0.009,19.455,0.169,0.760,0.900,0.618,9.189,0.344,,2.104
2023-10-05,19.370,5.423,10.265,0.132,0.365,0.009,19.451,0.169,0.759,0.899,0.618,9.187,0.344,,2.106
2023-10-06,19.560,5.423,10.264,0.132,0.365,0.009,19.447,0.169,0.758,0.899,0.618,9.184,0.344,,2.107
2023-10-09,19.700,5.423,10.262,0.132,0.366,0.009,19.443,0.169,0.757,0.899,0.619,9.181,0.345,,2.109
2023-10-10,19.550,5.423,10.261,0.132,0.366,0.009,19.439,0.169,0.756,0.899,0.619,9.179,0.345,,2.111
2023-10-11,20.150,5.423,10.260,0.132,0.366,0.009,19.435,0.169,0.755,0.899,0.619,9.176,0.345,,2.113
2023-10-12,19.980,5.423,10.259,0.132,0.366,0.009,19.432,0.169,0.754,0.899,0.619,9.174,0.345,,2.114
2023-10-13,19.910,5.423,10.258,0.132,0.366,0.009,19.428,0.169,0.753,0.898,0.619,9.171,0.345,,2.116
2023-10-16,20.000,5.423,10.256,0.131,0.366,0.009,19.424,0.170,0.752,0.898,0.619,9.168,0.345,,2.118
2023-10-17,20.020,5.423,10.255,0.131,0.366,0.009,19.420,0.170,0.751,0.898,0.619,9.166,0.345,,2.119
2023-10-18,19.700,5.423,10.254,0.131,0.366,0.009,19.416,0.170,0.750,0.898,0.619,9.163,0.345,,2.121
2023-10-19,19.310,5.423,10.252,0.131,0.366,0.009,19.412,0.170,0.749,0.898,0.619,9.161,0.345,,2.123
2023-10-20,19.080,5.423,10.251,0.131,0.366,0.009,19.409,0.170,0.748,0.898,0.619,9.158,0.345,,2.124
2023-10-23,18.720,5.422,10.250,0.131,0.366,0.009,19.405,0.170,0.748,0.898,0.619,9.156,0.346,,2.126
2023-10-24,19.040,5.422,10.249,0.131,0.367,0.009,19.401,0.170,0.747,0.897,0.620,9.153,0.346,,2.128
2023-10-25,18.550,5.422,10.247,0.131,0.367,0.009,19.397,0.170,0.746,0.897,0.620,9.150,0.346,,2.130
2023-10-26,17.780,5.422,10.246,0.131,0.367,0.009,19.393,0.170,0.745,0.897,0.620,9.148,0.346,,2.131
2023-10-27,17.620,5.422,10.245,0.131,0.367,0.009,19.389,0.170,0.744,0.897,0.620,9.145,0.346,,2.133
2023-10-30,17.910,5.422,10.244,0.131,0.367,0.009,19.386,0.170,0.743,0.897,0.620,9.143,0.346,,2.135
2023-10-31,18.170,5.422,10.242,0.131,0.367,0.009,19.382,0.170,0.742,0.897,0.620,9.140,0.346,,2.136
2023-11-01,18.200,5.422,10.241,0.131,0.367,0.009,19.378,0.170,0.741,0.896,0.620,9.137,0.346,,2.138
2023-11-02,18.830,5.422,10.240,0.131,0.367,0.009,19.374,0.170,0.740,0.896,0.620,9.135,0.346,,2.156
2023-11-03,19.560,5.422,10.239,0.131,0.367,0.009,19.370,0.170,0.739,0.896,0.620,9.132,0.346,,2.173
2023-11-06,19.400,5.422,10.237,0.131,0.367,0.009,19.366,0.170,0.738,0.896,0.620,9.130,0.346,,2.191
2023-11-07,19.120,5.422,10.236,0.131,0.368,0.009,19.363,0.170,0.737,0.896,0.621,9.127,0.347,,2.208
2023-11-08,19.270,5.422,10.235,0.131,0.368,0.009,19.359,0.170,0.736,0.896,0.621,9.124,0.347,,2.226
2023-11-09,19.100,5.422,10.234,0.131,0.368,0.009,19.355,0.170,0.735,0.895,0.621,9.122,0.347,,2.243
2023-11-10,19.380,5.422,10.232,0.131,0.368,0.009,19.351,0.170,0.734,0.895,0.621,9.119,0.347,,2.261
2023-11-13,19.280,5.422,10.231,0.131,0.368,0.009,19.347,0.170,0.733,0.895,0.621,9.117,0.347,,2.279
2023-11-14,20.460,5.422,10.230,0.130,0.368,0.009,19.344,0.170,0.732,0.895,0.621,9.114,0.347,,2.296
2023-11-15,20.340,5.422,10.229,0.130,0.368,0.009,19.340,0.171,0.731,0.895,0.621,9.111,0.347,,2.314
2023-11-16,20.520,5.422,10.228,0.130,0.368,0.009,19.336,0.171,0.730,0.895,0.621,9.109,0.347,,2.331
2023-11-17,20.520,5.422,10.226,0.130,0.368,0.009,19.332,0.171,0.729,0.895,0.621,9.106,0.347,,2.349
2023-11-20,20.500,5.422,10.225,0.130,0.368,0.009,19.328,0.171,0.728,0.894,0.621,9.104,0.347,,2.366
2023-11-21,20.290,5.422,10.224,0.130,0.368,0.009,19.324,0.171,0.727,0.894,0.621,9.101,0.347,,2.384
2023-11-22,20.420,5.422,10.222,0.130,0.369,0.009,19.321,0.171,0.726,0.894,0.622,9.098,0.348,,2.402
2023-11-24,20.410,5.422,10.221,0.130,0.369,0.009,19.317,0.171,0.725,0.894,0.622,9.096,0.348,,2.419
2023-11-27,20.430,5.422,10.220,0.130,0.369,0.009,19.313,0.171,0.724,0.894,0.622,9.093,0.348,,2.437
2023-11-28,20.370,5.422,10.219,0.130,0.369,0.009,19.309,0.171,0.723,0.894,0.622,9.091,0.348,,2.454
2023-11-29,20.170,5.422,10.218,0.130,0.369,0.009,19.305,0.171,0.722,0.893,0.622,9.088,0.348,,2.472
2023-11-30,20.410,5.422,10.216,0.130,0.369,0.009,19.301,0.171,0.721,0.893,0.622,9.085,0.348,,2.489
2023-12-01,20.820,5.422,10.215,0.130,0.369,0.009,19.298,0.171,0.720,0.893,0.622,9.083,0.348,,2.507
2023-12-04,20.680,5.422,10.214,0.130,0.369,0.009,19.294,0.171,0.719,0.893,0.622,9.080,0.348,,2.519
2023-12-05,20.370,5.422,10.212,0.130,0.369,0.009,19.290,0.171,0.718,0.893,0.622,9.078,0.348,,2.530
2023-12-06,20.170,5.422,10.211,0.130,0.369,0.009,19.286,0.171,0.717,0.893,0.622,9.075,0.348,,2.542
2023-12-07,20.040,5.422,10.210,0.130,0.370,0.009,19.282,0.171,0.716,0.893,0.622,9.072,0.348,,2.554
2023-12-08,20.240,5.421,10.209,0.130,0.370,0.009,19.278,0.171,0.716,0.892,0.623,9.070,0.349,,2.565
2023-12-11,20.360,5.421,10.208,0.130,0.370,0.009,19.275,0.171,0.715,0.892,0.623,9.067,0.349,,2.577
2023-12-12,20.520,5.421,10.206,0.130,0.370,0.009,19.271,0.171,0.714,0.892,0.623,9.065,0.349,,2.589
2023-12-13,21.320,5.421,10.205,0.130,0.370,0.009,19.267,0.171,0.713,0.892,0.623,9.062,0.349,,2.600
2023-12-14,21.590,5.421,10.204,0.130,0.370,0.009,19.263,0.171,0.712,0.892,0.623,9.060,0.349,,2.612
2023-12-15,20.930,5.421,10.202,0.129,0.370,0.009,19.259,0.172,0.711,0.892,0.623,9.057,0.349,,2.623
2023-12-18,20.970,5.421,10.201,0.129,0.370,0.009,19.255,0.172,0.710,0.891,0.623,9.054,0.349,,2.635
2023-12-19,21.150,5.421,10.200,0.129,0.370,0.009,19.252,0.172,0.709,0.891,0.623,9.052,0.349,,2.647
2023-12-20,20.790,5.421,10.199,0.129,0.370,0.009,19.248,0.172,0.708,0.891,0.623,9.049,0.349,,2.658
2023-12-21,20.940,5.421,10.198,0.129,0.370,0.009,19.244,0.172,0.707,0.891,0.623,9.047,0.349,,2.670
2023-12-22,20.950,5.421,10.196,0.129,0.371,0.009,19.240,0.172,0.706,0.891,0.624,9.044,0.350,,2.682
2023-12-26,20.980,5.421,10.195,0.129,0.371,0.009,19.236,0.172,0.705,0.891,0.624,9.041,0.350,,2.693
2023-12-27,21.060,5.421,10.194,0.129,0.371,0.009,19.232,0.172,0.704,0.890,0.624,9.039,0.350,,2.705
